Author name,Document index,Paragraph index,Sentence index,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98
Obama,1,12,1,A,decade,of,war,is,now,ending,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,12,2,An,economic,recovery,has,begun,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,12,3,America,',s,possibilities,are,limitless,",",for,we,possess,all,the,qualities,that,this,world,without,boundaries,demands,:,youth,and,drive,;,diversity,and,openness,;,an,endless,capacity,for,risk,and,a,gift,for,reinvention,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,12,4,My,fellow,Americans,",",we,are,made,for,this,moment,and,we,will,seize,itâ,,so,long,as,we,seize,it,together,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,13,0,For,we,",",the,people,",",understand,that,our,country,cannot,succeed,when,a,shrinking,few,do,very,well,and,a,growing,many,barely,make,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,13,1,We,believe,that,America,',s,prosperity,must,rest,upon,the,broad,shoulders,of,a,rising,middle,class,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,13,2,We,know,that,America,thrives,when,every,person,can,find,independence,and,pride,in,their,work,;,when,the,wages,of,honest,labor,liberate,families,from,the,brink,of,hardship,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,13,3,We,are,true,to,our,creed,when,a,little,girl,born,into,the,bleakest,poverty,knows,that,she,has,the,same,chance,to,succeed,as,anybody,else,",",because,she,is,an,American,;,she,is,free,and,she,is,equal,",",not,just,in,the,eyes,of,God,",",but,also,in,our,own,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,14,0,We,understand,that,outworn,programs,are,inadequate,to,the,needs,of,our,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,14,1,So,we,must,harness,new,ideas,and,technology,to,remake,our,government,",",revamp,our,Tax,Code,",",reform,our,schools,",",and,empower,our,citizens,with,the,skills,they,need,to,work,harder,",",learn,more,",",reach,higher,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,14,2,But,while,the,means,will,change,",",our,purpose,endures,:,a,nation,that,rewards,the,effort,and,determination,of,every,single,American,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,14,3,That,is,what,this,moment,requires,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,14,4,That,is,what,will,give,real,meaning,to,our,creed,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,15,0,We,",",the,people,",",still,believe,that,every,citizen,deserves,a,basic,measure,of,security,and,dignity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,15,1,We,must,make,the,hard,choices,to,reduce,the,cost,of,health,care,and,the,size,of,our,deficit,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,15,2,But,we,reject,the,belief,that,America,must,choose,between,caring,for,the,generation,that,built,this,country,and,investing,in,the,generation,that,will,build,its,future,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,15,3,For,we,remember,the,lessons,of,our,past,",",when,twilight,years,were,spent,in,poverty,and,parents,of,a,child,with,a,disability,had,nowhere,to,turn,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,16,0,We,do,not,believe,that,in,this,country,freedom,is,reserved,for,the,lucky,",",or,happiness,for,the,few,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,16,1,We,recognize,that,no,matter,how,responsibly,we,live,our,lives,",",any,one,of,us,at,any,time,may,face,a,job,loss,or,a,sudden,illness,or,a,home,swept,away,in,a,terrible,storm,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,16,2,The,commitments,we,make,to,each,other,through,Medicare,and,Medicaid,and,Social,Security,",",these,things,do,not,sap,our,initiative,",",they,strengthen,us,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,16,3,They,do,not,make,us,a,nation,of,takers,;,they,free,us,to,take,the,risks,that,make,this,country,great,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,17,0,We,",",the,people,",",still,believe,that,our,obligations,as,Americans,are,not,just,to,ourselves,",",but,to,all,posterity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,17,1,We,will,respond,to,the,threat,of,climate,change,",",knowing,that,the,failure,to,do,so,would,betray,our,children,and,future,generations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,17,2,Some,may,still,deny,the,overwhelming,judgment,of,science,",",but,none,can,avoid,the,devastating,impact,of,raging,fires,and,crippling,drought,and,more,powerful,storms,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,0,The,path,towards,sustainable,energy,sources,will,be,long,and,sometimes,difficult,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,1,But,America,cannot,resist,this,transition,",",we,must,lead,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,2,We,cannot,cede,to,other,nations,the,technology,that,will,power,new,jobs,and,new,industries,",",we,must,claim,its,promise,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,3,That,',s,how,we,will,maintain,our,economic,vitality,and,our,national,treasureâ,,our,forests,and,waterways,",",our,crop,lands,and,snow,-,capped,peaks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,4,That,is,how,we,will,preserve,our,planet,",",commanded,to,our,care,by,God,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,18,5,That,',s,what,will,lend,meaning,to,the,creed,our,fathers,once,declared,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,19,0,We,",",the,people,",",still,believe,that,enduring,security,and,lasting,peace,do,not,require,perpetual,war,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,19,1,Our,brave,men,and,women,in,uniform,",",tempered,by,the,flames,of,battle,",",are,unmatched,in,skill,and,courage,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,19,2,Our,citizens,",",seared,by,the,memory,of,those,we,have,lost,",",know,too,well,the,price,that,is,paid,for,liberty,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,19,3,The,knowledge,of,their,sacrifice,will,keep,us,forever,vigilant,against,those,who,would,do,us,harm,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,19,4,But,we,are,also,heirs,to,those,who,won,the,peace,and,not,just,the,war,;,who,turned,sworn,enemies,into,the,surest,of,friendsâ,,and,we,must,carry,those,lessons,into,this,time,as,well,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,20,0,We,will,defend,our,people,and,uphold,our,values,through,strength,of,arms,and,rule,of,law,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obama,1,20,1,We,will,show,the,courage,to,try,and,resolve,our,differences,with,other,nations,peacefullyâ,,not,because,we,are,naive,about,the,dangers,we,face,",",but,because,engagement,can,more,durably,lift,suspicion,and,fear,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
